customer_id,età,prezzo_abbonamento,media_presenze_sett,giorni_da_ultima_presenza,ha_rinnovato,churn,anno_iscrizione,mese_iscrizione,mese_ultima_presenza,tipo_abbonamento_encoder,sesso_F,sesso_M
CUST0837,57,30,0.05,28,False,0,2024,11,5,1,True,False
CUST0838,52,80,3.24,59,True,0,2024,4,4,2,False,True
CUST0839,55,30,1.01,22,False,0,2024,3,5,1,False,True
CUST0840,60,280,2.35,19,True,0,2025,2,6,0,True,False
CUST0841,38,80,0.27,93,False,1,2023,10,3,2,True,False
CUST0842,59,30,1.09,57,True,0,2024,6,4,1,True,False
CUST0843,34,80,0.76,65,False,1,2025,2,4,2,False,True
CUST0844,56,30,1.46,55,True,0,2025,1,4,1,False,True
CUST0845,63,80,2.2,12,True,0,2025,2,6,2,False,True
CUST0846,18,30,0.0,84,False,1,2024,11,3,1,False,True
CUST0847,25,30,1.71,12,True,0,2023,9,6,1,False,True
CUST0848,29,280,0.78,105,False,1,2024,1,3,0,True,False
CUST0849,56,30,1.12,42,False,1,2025,1,5,1,False,True
CUST0850,22,280,2.91,7,True,0,2023,8,6,0,False,True
CUST0851,64,80,2.77,19,True,0,2024,8,6,2,False,True
CUST0852,35,30,2.37,17,True,0,2023,8,6,1,False,True
CUST0853,53,80,2.05,17,True,0,2025,3,6,2,True,False
CUST0854,54,30,2.29,33,False,1,2025,4,5,1,False,True
CUST0855,50,30,3.6,11,True,0,2024,10,6,1,False,True
CUST0856,32,30,1.62,55,False,1,2023,6,4,1,False,True
CUST0857,58,80,2.72,9,True,0,2025,2,6,2,False,True
CUST0858,19,30,2.45,18,True,0,2024,8,6,1,False,True
CUST0859,35,280,2.51,18,True,0,2023,10,6,0,True,False
CUST0860,26,30,2.69,6,True,0,2025,2,6,1,True,False
CUST0861,44,30,0.69,46,False,1,2024,2,5,1,False,True
CUST0862,46,30,1.89,52,True,0,2024,12,5,1,True,False
CUST0863,29,30,2.96,2,True,0,2024,7,6,1,True,False
CUST0864,60,30,2.41,0,True,0,2024,8,6,1,True,False
CUST0865,54,80,2.12,16,True,0,2025,3,6,2,False,True
CUST0866,48,30,2.74,5,True,0,2024,5,6,1,True,False
CUST0867,35,30,2.92,3,True,0,2024,4,6,1,False,True
CUST0868,52,80,0.84,59,False,1,2025,4,4,2,False,True
CUST0869,47,80,0.73,58,True,0,2023,11,4,2,True,False
CUST0870,51,30,1.7,46,True,0,2024,8,5,1,True,False
CUST0871,32,30,2.63,8,True,0,2024,11,6,1,True,False
CUST0872,40,30,2.36,7,True,0,2023,12,6,1,False,True
CUST0873,50,30,0.48,68,False,1,2025,2,4,1,True,False
CUST0874,56,80,0.42,78,False,1,2024,2,4,2,True,False
CUST0875,21,30,0.14,81,False,1,2023,12,4,1,False,True
CUST0876,18,80,1.39,15,False,0,2024,1,6,2,True,False
CUST0877,27,80,1.8,32,False,1,2024,1,5,2,False,True
CUST0878,45,30,2.22,2,True,0,2023,9,6,1,False,True
CUST0879,28,280,1.35,52,True,0,2024,10,5,0,True,False
CUST0880,22,80,0.64,22,True,0,2024,11,5,2,False,True
CUST0881,29,80,0.32,109,False,1,2023,12,3,2,True,False
CUST0882,48,30,1.94,3,True,0,2025,2,6,1,False,True
CUST0883,43,30,2.55,13,True,0,2025,4,6,1,False,True
CUST0884,60,280,1.7,9,True,0,2023,12,6,0,True,False
CUST0885,32,30,2.05,9,True,0,2023,7,6,1,False,True
CUST0886,54,30,2.45,4,True,0,2024,9,6,1,True,False
CUST0887,40,80,2.61,5,True,0,2023,8,6,2,False,True
CUST0888,21,280,0.04,62,False,1,2024,11,4,0,True,False
CUST0889,39,80,1.76,3,True,0,2024,5,6,2,True,False
CUST0890,22,30,3.82,4,True,0,2024,3,6,1,True,False
CUST0891,62,80,1.6,18,True,0,2023,10,6,2,True,False
CUST0892,20,30,0.66,86,False,1,2024,2,3,1,True,False
CUST0893,38,30,0.75,90,False,1,2024,8,3,1,True,False
CUST0894,61,30,1.54,35,False,1,2023,12,5,1,False,True
CUST0895,18,80,2.75,2,True,0,2024,5,6,2,False,True
CUST0896,30,280,0.69,55,False,1,2024,6,4,0,True,False
CUST0897,52,30,1.04,32,True,0,2024,1,5,1,False,True
CUST0898,57,80,0.13,68,False,1,2023,7,4,2,False,True
CUST0899,38,30,2.75,7,True,0,2024,5,6,1,True,False
CUST0900,45,30,3.35,19,True,0,2023,8,6,1,False,True
CUST0901,36,280,0.45,41,False,1,2025,2,5,0,False,True
CUST0902,51,30,1.08,25,True,0,2024,8,5,1,True,False
CUST0903,38,30,1.45,10,True,0,2023,11,6,1,False,True
CUST0904,56,30,1.61,42,True,0,2024,11,5,1,False,True
CUST0905,58,280,2.3,13,True,0,2024,11,6,0,False,True
CUST0906,29,30,2.44,5,True,0,2024,6,6,1,True,False
CUST0907,61,80,1.91,11,True,0,2024,5,6,2,True,False
CUST0908,49,30,0.26,20,True,0,2024,4,6,1,False,True
CUST0909,55,30,0.88,119,False,1,2023,10,2,1,True,False
CUST0910,50,30,2.87,14,True,0,2024,2,6,1,False,True
CUST0911,34,30,2.59,18,True,0,2024,2,6,1,True,False
CUST0912,31,30,3.56,17,True,0,2025,4,6,1,False,True
CUST0913,64,80,0.15,48,False,1,2024,5,5,2,True,False
CUST0914,24,80,2.58,12,True,0,2024,1,6,2,False,True
CUST0915,25,30,2.5,19,True,0,2024,9,6,1,False,True
CUST0916,62,30,1.81,16,True,0,2023,11,6,1,False,True
CUST0917,25,80,2.17,33,True,0,2025,4,5,2,True,False
CUST0918,55,80,2.8,2,True,0,2024,9,6,2,True,False
CUST0919,63,30,0.0,105,False,1,2024,12,3,1,False,True
CUST0920,48,30,3.62,15,True,0,2024,7,6,1,False,True
CUST0921,38,30,1.82,30,True,0,2025,2,5,1,True,False
CUST0922,29,280,3.11,1,True,0,2023,12,6,0,True,False
CUST0923,47,30,2.07,14,True,0,2023,7,6,1,False,True
CUST0924,52,280,2.44,18,True,0,2023,8,6,0,True,False
CUST0925,54,30,2.32,0,True,0,2024,12,6,1,True,False
CUST0926,32,30,0.64,81,False,1,2024,1,4,1,True,False
CUST0927,18,30,2.74,3,True,0,2024,8,6,1,True,False
CUST0928,52,80,2.39,1,True,0,2025,4,6,2,True,False
CUST0929,51,30,2.06,13,True,0,2023,8,6,1,False,True
CUST0930,31,280,2.16,3,True,0,2024,5,6,0,True,False
CUST0931,52,280,1.4,22,False,0,2023,6,5,0,False,True
CUST0932,20,80,1.55,13,True,0,2024,4,6,2,True,False
CUST0933,57,30,2.61,16,True,0,2023,11,6,1,True,False
CUST0934,51,80,0.15,60,False,1,2024,11,4,2,False,True
CUST0935,43,30,0.48,57,False,1,2025,1,4,1,False,True
CUST0936,64,280,0.96,45,True,0,2023,10,5,0,False,True
CUST0937,25,30,2.03,13,True,0,2023,10,6,1,False,True
CUST0938,44,30,1.73,6,True,0,2024,3,6,1,True,False
CUST0939,58,280,0.46,74,False,1,2024,2,4,0,False,True
CUST0940,30,30,3.18,18,True,0,2023,7,6,1,False,True
CUST0941,39,280,0.58,45,True,0,2023,12,5,0,True,False
CUST0942,34,80,0.0,99,False,1,2024,3,3,2,False,True
CUST0943,27,30,1.63,50,True,0,2024,3,5,1,True,False
CUST0944,25,280,0.73,34,True,0,2023,8,5,0,False,True
CUST0945,45,280,2.89,13,True,0,2023,7,6,0,True,False
CUST0946,41,30,0.2,66,False,1,2024,1,4,1,True,False
CUST0947,40,30,1.62,22,True,0,2024,11,5,1,True,False
CUST0948,35,30,1.58,11,True,0,2024,7,6,1,True,False
CUST0949,35,80,0.49,119,False,1,2024,6,2,2,True,False
CUST0950,58,280,2.06,11,True,0,2023,12,6,0,True,False
CUST0951,46,30,0.44,70,False,1,2025,1,4,1,False,True
CUST0952,35,30,2.12,46,True,0,2025,4,5,1,True,False
CUST0953,41,280,1.65,22,True,0,2023,12,5,0,False,True
CUST0954,58,80,2.91,5,True,0,2023,8,6,2,True,False
CUST0955,46,80,2.07,10,True,0,2024,1,6,2,True,False
CUST0956,18,30,2.86,10,True,0,2023,8,6,1,True,False
CUST0957,61,80,0.35,112,False,1,2024,3,3,2,True,False
CUST0958,53,80,0.47,59,False,1,2024,12,4,2,False,True
CUST0959,23,80,2.82,15,True,0,2024,5,6,2,True,False
CUST0960,29,30,2.63,18,True,0,2024,10,6,1,False,True
CUST0961,43,280,0.33,73,False,1,2024,4,4,0,False,True
CUST0962,50,30,2.29,9,True,0,2025,1,6,1,True,False
CUST0963,60,30,2.2,12,True,0,2023,8,6,1,False,True
CUST0964,54,80,0.3,77,False,1,2024,4,4,2,True,False
CUST0965,21,30,2.3,14,True,0,2023,7,6,1,False,True
CUST0966,42,30,2.6,8,True,0,2023,11,6,1,True,False
CUST0967,29,30,0.41,81,False,1,2024,1,4,1,True,False
CUST0968,59,80,0.62,61,False,1,2024,10,4,2,True,False
CUST0969,45,30,1.41,55,True,0,2024,2,4,1,True,False
CUST0970,52,280,0.59,91,False,1,2023,12,3,0,False,True
CUST0971,52,30,0.92,58,True,0,2025,3,4,1,False,True
CUST0972,58,30,2.27,6,True,0,2023,9,6,1,False,True
CUST0973,30,80,3.23,3,True,0,2025,3,6,2,False,True
CUST0974,48,80,2.81,1,True,0,2024,1,6,2,True,False
CUST0975,28,30,0.16,98,False,1,2024,7,3,1,True,False
CUST0976,39,30,2.82,0,True,0,2025,4,6,1,True,False
CUST0977,62,80,2.88,1,True,0,2025,4,6,2,True,False
CUST0978,26,80,0.88,52,False,1,2024,12,5,2,True,False
CUST0979,45,80,2.91,5,True,0,2024,11,6,2,True,False
CUST0980,61,30,2.58,58,True,0,2025,4,4,1,True,False
CUST0981,18,80,2.12,3,True,0,2023,7,6,2,True,False
CUST0982,38,80,0.0,57,False,1,2024,9,4,2,True,False
CUST0983,27,30,0.54,90,False,1,2024,3,3,1,True,False
CUST0984,30,280,1.62,51,False,1,2023,10,5,0,False,True
CUST0985,52,80,0.52,69,False,1,2023,12,4,2,True,False
CUST0986,20,80,3.19,52,False,1,2023,10,5,2,False,True
CUST0987,41,30,2.89,10,True,0,2024,8,6,1,True,False
CUST0988,42,30,1.42,50,False,1,2024,7,5,1,False,True
CUST0989,18,280,1.16,34,False,1,2024,11,5,0,True,False
CUST0990,45,280,1.58,30,False,0,2024,10,5,0,False,True
CUST0991,29,30,3.27,9,True,0,2023,11,6,1,False,True
CUST0992,64,280,0.71,44,False,1,2024,5,5,0,False,True
CUST0993,24,30,1.17,46,False,1,2024,3,5,1,False,True
CUST0994,49,30,2.08,0,True,0,2023,12,6,1,True,False
CUST0995,29,280,2.01,30,True,0,2023,6,5,0,True,False
CUST0996,33,30,0.68,87,False,1,2024,9,3,1,False,True
CUST0997,53,280,3.5,14,True,0,2023,8,6,0,False,True
CUST0998,26,30,2.69,10,True,0,2024,3,6,1,True,False
CUST0999,25,30,0.85,89,False,1,2024,6,3,1,False,True
